Id,date,products,client_id,is_discounted
2958,2017-08-09 22:32:29,"[301, 676, 669, 640]",1346,0
2959,2018-10-08 05:36:51,"[635, 179, 278, 299, 710, 1]",1403,1
2960,2017-06-17 18:05:25,"[282, 343, 356, 54, 374, 614]",599,0
2961,2019-07-23 10:15:02,"[161, 614, 442]",360,1
2962,2023-03-17 08:58:23,"[460, 73, 553]",1065,1
2963,2023-11-04 17:38:49,"[268, 347, 423, 227]",710,1
2964,2022-08-06 11:46:54,"[689, 118]",1089,1
2965,2020-11-20 19:13:58,"[257, 386]",943,1
2966,2016-10-04 19:26:41,"[14, 603]",460,0
2967,2018-07-19 11:36:01,"[76, 415]",876,1
2968,2020-10-06 03:38:01,"[503, 528]",1240,0
2969,2018-04-29 11:15:19,"[10, 645]",1041,1
2970,2018-02-20 22:45:48,"[107, 605, 120]",1066,1
2971,2018-12-12 08:53:43,"[672, 519, 228, 294, 444, 139]",376,0
2972,2021-08-21 10:11:14,"[585, 309, 327, 554, 486]",827,0
2973,2019-08-16 16:14:06,"[567, 201, 27, 88, 5]",186,0
2974,2018-05-28 01:45:24,"[4, 132, 473, 262, 122]",1443,0
2975,2016-09-04 06:33:44,"[89, 36]",32,1
2976,2022-06-23 10:43:11,"[594, 150, 58, 266, 405, 678]",1185,0
2977,2022-04-16 21:00:26,[423],1342,1
2978,2015-10-01 05:03:49,"[260, 14, 346, 659, 623]",1342,1
2979,2019-01-11 00:38:27,"[304, 18, 601]",908,1
2980,2021-11-15 13:57:36,"[0, 154]",1021,1
2981,2018-01-13 20:28:43,"[183, 483]",1080,1
2982,2020-11-03 13:17:16,"[500, 95, 705, 530]",94,0
2983,2023-11-30 16:55:55,[146],314,0
2984,2017-07-22 17:32:58,"[597, 302, 204]",279,0
2985,2021-02-07 07:57:50,"[329, 38, 314, 631, 601, 709]",950,1
2986,2021-07-09 04:16:06,"[314, 317, 467, 348, 547]",640,1
2987,2022-03-11 22:14:09,"[691, 526, 7, 392, 331]",65,1
2988,2021-05-27 19:59:53,[386],1352,1
2989,2019-12-07 05:26:33,"[619, 234, 109, 467, 712]",1187,0
2990,2019-11-28 19:00:28,"[101, 468]",63,1
2991,2015-04-09 21:47:06,"[642, 29, 87, 575, 689]",689,1
2992,2022-03-31 11:28:32,"[260, 357, 85, 423]",233,0
2993,2023-10-05 17:17:36,"[654, 14, 216, 224]",1180,0
2994,2020-08-18 11:50:58,"[525, 605, 231]",833,1
2995,2023-06-27 15:06:42,[416],378,0
2996,2021-06-12 01:53:52,"[578, 646, 526, 97, 139]",746,1
2997,2022-05-23 17:18:10,"[80, 169, 400]",248,0
2998,2019-09-21 15:00:58,"[250, 630, 440]",950,1
2999,2019-12-06 07:14:14,"[463, 43, 346, 287, 105]",1325,0
3000,2019-12-30 08:00:12,"[33, 152, 435]",953,1
3001,2021-06-20 01:00:27,"[598, 460, 632, 587, 160]",1421,0
3002,2016-01-09 14:41:19,"[176, 101, 314, 670, 192, 410]",1129,0
3003,2019-12-06 19:14:35,[36],341,0
3004,2019-07-03 02:59:57,"[528, 276]",1310,1
3005,2017-05-24 10:31:28,"[270, 139, 85]",1099,0
3006,2023-05-01 02:17:15,[22],106,1
3007,2016-10-23 22:34:31,"[177, 458]",288,0
3008,2015-10-22 07:26:50,"[201, 406, 23]",1384,1
3009,2021-03-12 21:32:00,"[133, 583, 154, 631, 47]",1476,1
3010,2022-01-11 05:38:57,"[588, 45, 345, 707]",1033,1
3011,2020-10-10 09:36:18,"[386, 535, 173, 331]",833,0
3012,2018-08-30 03:14:17,"[289, 462, 367, 436]",374,0
3013,2015-01-23 00:59:10,"[544, 91, 486, 431, 171, 166]",1426,1
3014,2018-05-29 04:00:10,"[210, 406, 612]",1471,1
3015,2015-10-30 11:37:57,"[146, 304, 550, 392]",1228,0
3016,2023-03-31 14:54:24,"[346, 242, 270]",736,0
3017,2022-11-10 17:50:54,"[31, 307, 338]",626,1
3018,2016-04-19 18:56:37,"[252, 289]",123,0
3019,2015-05-03 21:32:52,"[351, 509, 1, 315, 447]",11,1
3020,2016-10-24 22:26:38,"[110, 674, 42, 346, 632, 540]",1380,1
3021,2015-07-12 11:55:23,"[54, 85]",1204,1
3022,2023-02-27 06:59:22,[269],526,0
3023,2017-06-17 20:19:36,"[347, 689, 172, 516]",1259,0
3024,2018-01-12 22:17:39,"[502, 239, 534]",1464,0
3025,2018-05-31 01:01:49,[24],630,1
3026,2022-06-19 12:07:10,"[390, 539, 590]",217,0
3027,2019-08-20 00:27:05,"[402, 210, 102]",1394,0
3028,2020-11-15 21:25:34,[692],294,0
3029,2015-07-15 03:53:14,"[223, 283, 680, 52, 128, 419]",913,0
3030,2019-03-10 06:14:23,"[440, 579, 105, 350, 188]",456,1
3031,2021-08-18 03:39:53,"[562, 529, 25, 356]",46,1
3032,2019-11-15 04:25:55,"[226, 179, 49, 716]",1018,0
3033,2023-05-11 11:40:51,"[510, 635, 663, 360, 402, 151]",1020,1
3034,2017-10-14 06:12:01,"[581, 465, 103, 558, 436]",436,1
3035,2018-02-10 07:09:19,"[486, 255, 18]",878,0
3036,2017-07-15 02:36:32,"[229, 170, 220]",819,0
3037,2022-10-01 07:08:21,"[646, 220, 601, 662, 477]",248,0
3038,2015-06-30 10:31:57,"[334, 514]",11,1
3039,2021-05-27 10:03:49,"[19, 355, 683, 83]",1146,1
3040,2023-02-24 20:50:43,"[378, 510]",376,1
3041,2020-12-13 16:37:32,"[691, 304, 356, 340, 708, 626]",1435,1
3042,2023-10-03 08:39:25,"[541, 18]",293,1
3043,2022-04-29 08:06:45,[91],771,1
3044,2017-02-04 13:50:02,"[420, 529, 604, 671, 170, 255]",688,0
3045,2018-06-08 18:43:04,"[114, 584, 663]",170,1
3046,2016-07-01 21:31:05,"[104, 514, 100, 692, 669, 41]",1071,1
3047,2016-08-27 09:26:31,"[245, 487, 450]",891,1
3048,2022-04-01 00:18:50,"[622, 35, 394, 131]",659,0
3049,2017-09-25 19:29:56,"[336, 581, 426, 332]",1331,1
3050,2023-08-09 12:50:11,"[596, 22, 560, 410, 273]",914,1
3051,2019-08-30 02:30:25,[380],267,0
3052,2017-12-15 10:44:42,"[437, 364]",500,0
3053,2016-07-20 16:52:58,"[99, 427, 596, 606, 71, 673]",423,1
3054,2017-12-21 20:09:10,"[664, 522, 329, 59, 409, 242]",58,0
3055,2022-05-27 09:13:36,"[490, 255, 156, 87]",7,1
3056,2018-06-04 10:32:12,"[286, 575, 366, 530]",296,0
3057,2020-06-11 17:49:20,"[13, 621]",1320,0
3058,2017-03-01 12:53:41,"[298, 456, 704, 0]",223,1
3059,2023-06-22 08:48:10,"[211, 210, 242, 465]",253,1
3060,2019-09-28 16:46:45,"[700, 144, 368]",311,0
3061,2023-03-09 07:25:11,"[506, 84, 469, 122, 345, 159]",1290,1
3062,2022-05-11 05:27:33,"[682, 715, 260, 201, 102, 416]",914,1
3063,2021-11-12 05:28:35,[690],1242,0
3064,2019-07-04 00:59:38,"[652, 65, 306, 397]",243,0
3065,2015-08-24 10:39:53,"[302, 166, 658]",1393,0
3066,2018-10-28 18:00:10,"[372, 427, 79, 341]",1476,0
3067,2017-09-29 06:11:04,[599],874,1
3068,2017-12-07 09:35:06,"[687, 217]",250,0
3069,2023-09-28 12:36:13,"[486, 428, 283, 20, 393, 202]",944,0
3070,2016-03-03 10:14:11,"[217, 242, 120]",1433,1
3071,2019-01-12 22:45:07,"[227, 20, 41]",832,1
3072,2020-06-30 07:37:10,"[380, 150]",770,1
3073,2017-05-22 20:54:34,"[195, 352]",745,1
3074,2023-10-21 01:44:14,"[387, 110]",1467,1
3075,2018-05-30 05:25:20,"[524, 199, 560]",940,0
3076,2017-07-11 23:07:53,"[3, 433, 269, 590, 100, 350]",874,1
3077,2016-03-25 14:19:56,"[85, 28, 716, 433]",910,0
3078,2019-04-17 13:53:11,"[102, 575]",1485,0
3079,2023-01-01 16:46:03,[53],514,1
3080,2022-06-26 23:52:48,"[398, 407, 493, 642, 69, 459]",222,0
3081,2023-02-25 16:23:37,"[284, 703, 604]",218,0
3082,2015-12-01 22:19:45,"[315, 715]",294,0
3083,2021-01-29 00:29:27,"[656, 674, 90]",1301,1
3084,2022-07-26 14:55:51,"[532, 218, 263, 496, 168]",1108,0
3085,2021-06-12 11:19:14,"[379, 426]",598,0
3086,2018-10-29 03:19:26,"[695, 482]",1205,0
3087,2019-09-01 18:15:49,"[56, 244]",209,0
3088,2015-09-22 11:35:58,"[389, 414]",671,0
3089,2018-10-31 20:51:01,"[174, 516]",488,0
3090,2016-04-13 06:59:56,"[344, 532]",903,1
3091,2020-04-09 14:31:16,"[575, 287, 63]",1026,1
3092,2023-08-14 10:11:15,"[532, 5, 453]",407,0
3093,2019-01-05 15:35:59,"[421, 524, 351, 417, 243, 258]",105,1
3094,2019-02-10 21:59:07,"[483, 174, 109, 396, 366]",240,0
3095,2022-12-08 08:24:10,"[322, 264, 580, 158]",652,1
3096,2016-11-13 16:30:08,"[645, 494, 492, 628]",595,0
3097,2017-12-02 13:30:55,"[13, 523, 520, 428]",290,1
3098,2017-10-06 13:04:45,[79],536,1
3099,2018-10-03 06:06:38,"[477, 597]",158,1
3100,2019-04-22 12:28:00,"[159, 699, 111, 565, 250, 572]",446,1
3101,2020-01-16 19:45:52,"[318, 583, 356, 605, 540]",1499,1
3102,2022-08-31 09:13:37,"[507, 9, 64, 273, 223]",649,0
3103,2023-11-20 22:04:15,"[458, 633, 492, 336]",329,1
3104,2018-05-28 02:52:23,"[429, 500]",365,0
3105,2016-08-16 08:09:12,"[704, 495, 246]",335,1
3106,2016-05-04 14:06:20,"[611, 326, 669]",1285,1
3107,2018-02-16 05:27:28,"[53, 298]",1332,0
3108,2015-06-30 01:48:11,"[555, 685, 134, 374, 203, 409]",1349,0
3109,2021-08-03 20:37:15,"[323, 191, 253, 307, 30, 305]",314,1
3110,2015-03-16 03:13:06,"[402, 413, 349]",498,1
3111,2018-03-27 16:40:04,[100],197,1
3112,2018-10-24 03:35:37,"[290, 532]",1202,0
3113,2018-06-09 14:00:17,"[247, 137, 291, 313]",1421,1
3114,2018-03-21 07:26:45,"[582, 13, 307, 626]",1411,1
3115,2018-12-19 06:42:14,"[716, 101, 216, 454]",1387,1
3116,2021-11-13 06:22:11,"[643, 395, 457, 113, 627]",1301,0
3117,2020-09-10 01:06:28,"[410, 456]",570,0
3118,2016-01-30 23:06:31,"[328, 412]",1278,1
3119,2019-03-16 08:28:03,[303],969,1
3120,2016-06-18 00:52:42,[668],1280,0
3121,2019-03-21 17:19:56,"[459, 246, 123, 423]",1416,0
3122,2023-02-14 02:31:31,[631],353,0
3123,2023-12-23 18:34:03,"[707, 161]",1442,1
3124,2017-05-07 20:31:27,"[399, 387, 223, 28, 600, 433]",175,0
3125,2020-10-26 23:26:50,"[451, 345, 240, 60, 504]",933,1
3126,2020-11-09 01:12:02,"[461, 394, 620]",944,1
3127,2023-11-17 12:30:46,[196],848,0
3128,2018-07-02 16:35:12,"[310, 579, 76]",659,0
3129,2019-06-10 06:25:56,"[678, 600]",970,0
3130,2020-06-30 17:26:08,"[333, 157, 148]",718,0
3131,2016-10-02 03:22:41,"[355, 510, 298, 585, 216, 694]",593,1
3132,2018-12-30 14:03:19,"[699, 687, 160, 151, 163]",1166,0
3133,2019-03-24 15:43:51,"[440, 62, 114, 696, 673, 473]",1193,1
3134,2016-11-05 18:03:48,"[561, 657, 276]",578,1
3135,2018-01-11 01:57:03,"[7, 260]",67,0
3136,2022-10-23 02:55:08,"[372, 507, 224, 324]",600,0
3137,2015-02-08 05:45:54,[120],590,1
3138,2016-07-23 10:10:11,"[245, 381, 590]",647,1
3139,2020-01-14 11:30:58,"[514, 170, 319, 256]",154,1
3140,2016-01-07 19:17:28,"[539, 178, 626]",483,1
3141,2017-05-27 10:46:24,"[248, 62, 447, 69, 200, 189]",185,1
3142,2016-08-17 13:28:08,"[401, 80, 582]",306,1
3143,2023-05-01 22:34:01,"[261, 392, 166, 334, 340]",1198,0
3144,2022-05-04 20:55:53,[119],1182,1
3145,2022-10-16 23:53:08,"[128, 204]",808,0
3146,2015-10-17 19:22:46,"[74, 135, 229, 283, 252]",55,0
3147,2022-02-06 09:39:48,"[66, 450, 545, 488]",81,1
3148,2020-12-10 06:09:16,"[274, 223, 559, 200]",16,1
3149,2019-08-03 15:40:00,"[481, 132]",769,0
3150,2022-03-12 08:52:18,"[141, 329, 88, 713, 455]",667,0
3151,2023-10-28 20:40:48,"[626, 631, 485, 197, 326]",1416,0
3152,2020-02-29 10:30:58,[588],2,0
3153,2015-02-16 00:50:50,"[467, 554, 659, 287]",935,1
3154,2019-08-07 01:22:38,"[457, 13, 524, 583, 129]",377,0
3155,2015-05-17 00:05:18,"[3, 142, 276, 383]",748,0
3156,2016-11-29 06:30:36,"[27, 465, 224, 460]",1131,1
3157,2016-05-08 01:07:18,"[191, 317, 395, 43, 691, 528]",134,1
3158,2019-08-31 13:29:19,"[379, 77, 472, 381]",1419,1
3159,2015-12-01 14:48:36,"[601, 107, 575, 109]",1404,1
3160,2016-06-14 19:07:20,"[212, 495]",584,1
3161,2020-11-25 05:33:02,"[410, 694, 279, 163]",1481,1
3162,2018-12-19 01:07:25,"[365, 640]",1455,1
3163,2021-06-16 22:00:17,[322],1274,0
3164,2023-05-18 21:35:26,"[666, 72, 75, 396, 187]",810,0
3165,2018-07-17 00:27:48,"[335, 639]",952,1
3166,2016-07-03 21:24:47,"[595, 657, 640, 321, 600, 306]",343,1
3167,2017-04-28 22:24:53,"[420, 583, 483, 27]",913,0
3168,2022-01-30 04:34:31,"[185, 715, 280, 657, 522]",233,1
3169,2018-03-18 01:48:49,"[382, 553]",1016,0
3170,2021-06-14 00:26:22,"[230, 343, 611, 139]",1422,0
3171,2016-12-07 19:50:33,"[199, 41, 388, 190, 313]",167,0
3172,2019-04-21 22:48:11,[19],1383,1
3173,2019-11-15 11:31:43,"[170, 569, 525, 50, 576]",213,1
3174,2022-04-19 08:51:01,"[587, 405, 347, 28, 603]",746,0
3175,2018-04-18 16:25:49,[488],406,1
3176,2018-08-20 13:16:58,"[229, 419, 9, 500]",413,0
3177,2019-05-04 07:06:54,"[521, 113, 167, 659]",133,1
3178,2022-10-10 06:59:33,"[69, 186, 510, 422]",170,1
3179,2015-06-22 11:55:59,[697],121,1
3180,2015-06-06 18:33:53,"[260, 21, 420, 667, 712, 372]",601,1
3181,2023-07-28 00:01:44,"[570, 6]",749,1
3182,2020-04-02 15:24:02,"[438, 692, 326, 188, 630]",1184,0
3183,2015-11-08 10:36:55,"[248, 430, 699, 707, 214]",798,0
3184,2015-07-21 20:16:54,[324],459,1
3185,2023-07-27 11:31:37,"[607, 516]",696,1
3186,2020-10-21 16:32:50,"[474, 525, 47]",763,0
3187,2023-04-14 21:20:15,"[250, 233, 268, 195, 160, 535]",90,0
3188,2018-06-16 13:13:37,"[429, 137, 319, 691, 637]",1348,0
3189,2018-12-18 08:41:44,[146],1377,1
3190,2020-10-19 02:52:36,"[716, 405, 182, 39, 204]",1165,1
3191,2017-09-04 16:59:28,"[693, 235, 135]",272,1
3192,2021-07-13 19:40:48,"[492, 498, 663, 501, 246, 447]",1426,1
3193,2023-01-20 08:24:18,[399],520,0
3194,2020-02-24 11:32:25,[629],1113,0
3195,2020-11-29 19:25:04,[250],300,1
3196,2021-03-23 22:38:46,"[104, 81]",466,0
3197,2015-10-09 11:29:16,"[416, 98, 328, 397]",784,0
3198,2018-09-14 09:06:50,"[462, 619, 214, 365, 200, 152]",229,1
3199,2016-04-24 18:20:53,"[600, 48, 265, 112, 357]",1026,0
3200,2021-10-28 01:39:02,"[457, 306, 250, 576, 581, 39]",1288,1
3201,2020-03-11 20:40:03,"[136, 425]",443,0
3202,2017-09-02 11:28:38,"[209, 356, 551]",741,0
3203,2019-11-08 12:25:39,"[219, 154, 352]",931,0
3204,2018-08-04 10:12:07,"[321, 466]",1460,0
3205,2023-05-04 13:34:55,"[533, 277]",865,0
3206,2022-01-06 03:38:58,"[74, 640, 654, 246]",288,0
3207,2015-09-10 23:05:18,"[148, 208, 215]",718,0
3208,2017-06-28 03:45:38,"[91, 576]",141,1
3209,2019-08-19 12:43:29,"[634, 344, 310, 301, 559]",1397,0
3210,2019-01-27 06:20:49,"[554, 103, 53]",1217,1
3211,2016-03-31 04:06:32,"[318, 116, 610, 93]",1366,1
3212,2022-03-13 06:59:09,"[511, 149]",281,1
3213,2020-10-28 13:18:32,[283],356,0
3214,2015-03-05 15:59:00,"[141, 715, 563]",1041,0
3215,2021-02-15 03:06:29,[33],222,1
3216,2021-07-04 07:42:01,"[65, 575, 580, 182, 569]",81,1
3217,2018-03-01 01:51:54,[166],1130,0
3218,2016-03-27 17:51:10,"[199, 536, 54, 71, 90, 498]",606,0
3219,2021-02-08 05:34:35,"[671, 159, 530]",546,1
3220,2015-09-07 01:23:33,"[651, 300, 588, 115, 394, 161]",868,0
3221,2023-07-06 16:35:21,"[712, 264]",26,0
3222,2018-04-26 13:05:41,"[706, 55]",659,0
3223,2023-09-20 23:37:22,"[671, 513, 322, 311, 556, 41]",291,0
3224,2018-08-05 17:43:27,[670],838,0
3225,2020-03-13 21:52:55,"[39, 86, 15, 530, 191]",251,1
3226,2018-02-02 04:37:25,[120],944,0
3227,2019-07-18 13:43:31,"[497, 29, 698, 480, 58, 711]",240,0
3228,2023-05-28 05:36:33,"[249, 695]",639,1
3229,2015-06-08 06:09:46,"[550, 487, 170, 630, 438]",1084,0
3230,2020-09-24 07:38:59,"[448, 190, 714, 64]",1167,1
3231,2022-01-19 15:42:28,"[590, 453, 246, 253, 663]",1141,1
3232,2022-10-01 03:16:07,"[326, 630, 168, 533, 18, 475]",198,0
3233,2017-09-22 19:34:24,"[22, 99, 147, 212, 82]",1426,1
3234,2015-01-12 05:37:20,"[704, 21]",1063,0
3235,2022-04-26 02:45:05,[486],401,0
3236,2016-04-07 08:21:45,"[342, 471, 654, 633, 26]",139,1
3237,2017-04-15 21:54:47,"[487, 584]",1225,0
3238,2023-01-05 10:37:36,"[269, 575, 354]",638,1
3239,2022-02-03 05:40:35,"[543, 408, 131]",1432,0
3240,2021-01-06 23:57:11,"[32, 514, 212, 209]",1269,0
3241,2018-09-13 21:47:26,"[258, 493, 228, 713]",837,1
3242,2021-09-30 23:05:42,"[409, 624, 633, 115, 335, 453]",669,0
3243,2021-05-10 23:44:54,"[659, 439, 391]",281,1
3244,2016-03-21 13:11:22,"[462, 626, 507, 317, 656]",1407,1
3245,2016-01-14 05:39:31,"[599, 226, 618, 630, 4, 370]",542,1
3246,2016-09-19 21:51:28,"[339, 686]",107,0
3247,2018-11-03 22:04:34,"[625, 387, 11, 396, 374, 257]",1129,1
3248,2021-09-09 04:12:17,"[682, 17, 683]",616,1
3249,2020-03-01 19:34:59,"[258, 239, 680]",175,0
3250,2023-05-13 01:45:39,"[675, 412, 654, 167]",1275,1
3251,2018-07-20 12:15:44,"[200, 32, 39]",394,1
3252,2018-03-18 08:44:17,"[160, 497, 118, 643, 257, 552]",449,1
3253,2023-11-18 02:39:44,"[261, 391, 564, 157, 311]",1400,1
3254,2015-08-03 10:24:57,"[690, 61]",415,0
3255,2019-08-11 23:27:23,"[683, 225, 493]",1021,0
3256,2019-10-22 01:39:20,[16],1048,1
3257,2022-10-30 13:39:31,"[234, 308]",1012,1
3258,2020-01-11 03:25:54,"[77, 326, 462]",427,0
3259,2021-09-02 21:26:50,"[393, 240, 338]",1012,0
3260,2017-06-18 19:09:21,[505],816,1
3261,2018-04-13 02:00:40,"[124, 235, 316]",349,1
3262,2022-10-04 03:23:30,"[551, 575, 432, 327, 660]",206,0
3263,2020-03-06 03:02:03,[648],1193,1
3264,2017-05-08 15:48:28,[657],742,0
3265,2020-06-17 15:17:02,[69],511,0
3266,2020-11-09 01:08:52,"[355, 145, 504, 405, 213]",563,1
3267,2021-01-27 08:35:58,"[703, 578, 535]",452,0
3268,2015-02-26 20:50:51,"[659, 398, 96]",234,1
3269,2015-06-09 20:02:56,"[337, 209, 296, 495]",813,0
3270,2019-04-22 01:44:47,"[190, 458, 577, 659, 426, 670]",529,0
3271,2022-05-22 06:29:12,"[485, 196]",875,1
3272,2020-11-15 19:53:08,"[595, 698]",663,0
3273,2023-11-05 09:50:58,"[156, 124, 537, 327]",172,1
3274,2019-08-19 00:43:50,"[112, 242]",1122,0
3275,2015-06-09 17:08:16,"[16, 409]",1271,0
3276,2019-01-07 17:47:28,"[265, 154, 262, 669]",1344,1
3277,2017-12-11 13:36:51,"[157, 3, 426, 669, 486, 538]",1237,0
3278,2020-11-05 02:30:09,[69],491,1
3279,2023-07-20 02:52:16,"[151, 134, 6, 16, 704]",480,0
3280,2021-01-27 12:59:09,[548],524,0
3281,2019-12-22 12:18:39,"[422, 253, 49, 307, 289]",41,1
3282,2018-03-21 04:16:57,"[114, 388]",915,1
3283,2016-09-11 15:41:19,"[239, 242, 373, 182, 624]",525,0
3284,2016-12-12 19:50:22,"[88, 267, 104, 119, 512, 442]",604,1
3285,2017-11-24 10:40:33,"[114, 55]",502,0
3286,2022-11-09 06:49:03,"[425, 95, 6, 681]",1413,0
3287,2015-01-26 21:57:04,"[0, 118, 57]",474,1
3288,2017-03-17 15:33:02,"[72, 521, 170]",1394,0
3289,2019-09-14 22:09:32,[615],392,1
3290,2023-11-19 14:07:53,"[7, 340, 183]",477,0
3291,2019-06-28 19:42:51,"[278, 590, 216]",521,1
3292,2015-06-18 13:44:34,[5],594,1
3293,2022-10-09 17:24:06,"[114, 38, 700, 113, 564]",929,0
3294,2022-03-17 09:34:15,"[75, 337, 87, 659]",1291,1
3295,2019-07-31 22:59:32,"[520, 438, 683, 404]",729,0
3296,2017-08-20 01:15:29,"[634, 291]",1078,1
3297,2015-09-19 02:41:45,"[667, 547, 715, 94, 497]",1292,1
3298,2015-03-15 11:08:00,"[687, 450, 244]",665,1
3299,2016-02-26 02:12:51,"[228, 441, 599, 580, 475, 533]",1353,0
3300,2022-09-24 08:51:19,"[85, 182, 620]",219,1
3301,2020-10-16 23:02:13,"[122, 384, 244]",680,1
3302,2019-05-01 03:03:49,"[11, 349]",483,1
3303,2015-03-30 01:36:54,"[452, 196, 35, 57, 242]",863,1
3304,2018-09-03 05:08:41,"[340, 715, 248, 628, 471]",331,0
3305,2021-01-26 09:03:24,[400],724,1
3306,2017-04-03 08:05:19,"[14, 14]",290,1
3307,2023-09-15 23:53:49,"[439, 597, 425, 329, 457, 607]",1021,1
3308,2018-12-03 07:43:22,[496],97,0
3309,2019-10-21 15:42:23,"[85, 89, 63, 133]",448,0
3310,2021-04-14 03:35:35,"[491, 708, 104]",40,1
3311,2021-06-14 03:53:07,"[379, 288, 28, 327, 82, 676]",199,1
3312,2016-08-14 11:45:55,[308],1174,1
3313,2016-07-12 23:08:36,[36],1086,1
3314,2022-02-27 18:20:45,"[514, 345]",1245,0
3315,2015-02-12 03:27:46,"[405, 77]",185,0
3316,2019-01-23 16:34:31,"[316, 438, 527, 98, 356]",998,0
3317,2018-08-23 20:04:38,"[82, 369, 544, 512, 452, 296]",832,1
3318,2019-07-11 12:48:36,"[469, 405, 636]",452,1
3319,2015-08-05 13:14:32,"[459, 507, 387, 505]",450,0
3320,2016-06-14 04:52:11,"[440, 427]",647,0
3321,2016-03-13 22:04:25,"[708, 662]",546,0
3322,2017-05-08 22:21:18,"[281, 423]",1218,0
3323,2023-02-07 18:23:08,"[97, 662, 471, 202, 584]",990,0
3324,2016-05-04 06:06:18,[171],1480,0
3325,2018-07-23 15:50:04,"[145, 621, 700, 243, 667]",1092,0
3326,2020-02-09 12:33:46,"[335, 494, 200, 103]",424,0
3327,2015-12-04 20:32:15,"[124, 469, 209, 390]",677,0
3328,2017-01-05 08:43:20,"[621, 484, 255, 649, 314, 111]",753,0
3329,2020-03-13 08:44:29,"[153, 461, 199, 379, 150, 329]",583,0
3330,2020-12-22 20:30:51,"[9, 523]",78,0
3331,2023-12-02 05:01:24,"[457, 236, 303, 339, 327]",492,0
3332,2016-06-27 06:10:44,"[403, 42]",873,0
3333,2021-11-07 15:54:20,"[641, 556, 324, 105]",1056,1
3334,2016-10-09 19:05:07,"[632, 306, 115, 176, 59]",864,1
3335,2023-05-16 13:12:45,"[568, 375, 644]",1198,1
3336,2018-02-17 21:57:26,[199],33,1
3337,2015-08-04 08:49:23,[197],858,0
3338,2015-07-06 21:04:05,"[58, 411, 451, 60, 447]",347,0
3339,2021-05-21 05:05:20,"[557, 21, 516, 532, 240, 401]",1051,0
3340,2019-08-25 15:53:29,"[649, 53, 299, 508]",105,1
3341,2022-12-06 15:59:14,[671],194,0
3342,2021-08-12 13:36:52,"[672, 311, 310, 194]",1379,1
3343,2020-05-31 11:53:27,"[76, 629, 536, 18, 127]",1166,1
3344,2019-11-01 09:12:51,[491],392,0
3345,2015-09-05 01:42:58,"[143, 183, 518, 617]",1111,0
3346,2017-09-06 00:44:08,"[197, 164, 293, 240, 197, 655]",1454,1
3347,2019-08-18 01:11:15,"[11, 120, 374, 178]",1138,1
3348,2023-03-27 01:40:46,"[3, 196, 469]",844,0
3349,2023-09-03 02:31:39,"[599, 73, 382, 102, 303, 96]",1008,1
3350,2019-06-12 17:23:03,"[415, 207, 153, 474, 146, 637]",1062,1
3351,2022-11-24 08:35:48,[494],171,1
3352,2016-02-12 00:52:11,"[315, 83, 462, 116, 573, 6]",554,1
3353,2021-07-15 21:29:40,"[185, 532, 648, 655, 421, 683]",329,1
3354,2018-01-27 20:33:18,[663],569,1
3355,2021-01-09 06:47:07,"[179, 369, 199, 358]",1244,1
3356,2018-04-14 12:21:14,[168],760,1
3357,2017-07-24 08:37:39,"[436, 572]",149,0
3358,2022-04-27 06:13:27,"[151, 22]",439,1
3359,2015-06-25 00:06:11,"[571, 513, 566]",1225,1
3360,2016-08-06 05:02:49,"[424, 35, 367, 280, 117, 33]",725,1
3361,2019-11-09 23:42:45,"[378, 509, 532]",496,0
3362,2022-09-15 19:43:19,"[640, 88, 578]",800,0
3363,2018-10-14 01:48:17,"[555, 639, 587, 515]",11,1
3364,2021-02-17 06:45:57,"[178, 689, 540, 301]",1065,0
3365,2019-03-22 10:35:58,"[257, 186, 184, 666, 114, 231]",1020,0
3366,2023-12-13 20:46:53,"[576, 553, 683, 425, 298, 287]",69,0
3367,2018-08-28 00:22:29,"[169, 572]",1204,0
3368,2022-04-03 16:19:08,"[643, 475]",929,1
3369,2018-05-13 15:22:30,"[461, 489, 587, 87]",166,1
3370,2019-12-02 04:40:47,"[554, 102, 118, 396, 506]",765,1
3371,2015-08-15 04:19:02,"[84, 166]",792,0
3372,2022-03-22 08:57:37,"[428, 81, 107, 677, 646, 331]",941,0
3373,2023-08-08 04:02:21,"[276, 189, 398, 415, 256]",858,1
3374,2017-11-07 13:20:57,"[385, 408, 554, 284, 185, 570]",503,1
3375,2020-09-05 10:24:42,"[649, 601]",1174,0
3376,2018-12-05 06:25:00,"[548, 656]",580,0
3377,2021-04-27 01:24:44,"[386, 143, 334, 434, 677, 359]",763,0
3378,2015-03-01 06:46:34,"[240, 476, 336, 716, 304, 16]",1318,1
3379,2018-08-30 16:13:05,"[94, 430, 370]",139,0
3380,2021-09-06 00:25:43,"[162, 259]",1142,0
3381,2017-02-12 04:20:39,"[666, 517, 223]",46,1
3382,2022-01-21 09:17:50,"[48, 253, 458, 299, 378]",394,0
3383,2020-10-29 17:07:03,[398],138,1
3384,2019-02-16 05:23:45,"[206, 606, 347, 9, 215]",399,0
3385,2022-08-17 15:39:04,"[144, 519, 704, 655, 101]",104,0
3386,2015-08-28 21:44:17,"[109, 626, 57, 310]",951,0
3387,2016-10-31 00:31:38,"[606, 652, 472, 3, 696, 278]",582,0
